ChEBI_ID,Synonyms
CHEBI:7934,estomycin
CHEBI:24621,endocrine
CHEBI:24621,hormones
CHEBI:74324,(s)-glyceric acid
CHEBI:32650,"(2s)-2,4-diamino-4-oxobutanoate"
CHEBI:32650,l-asparagine anion
CHEBI:48923,erthromycin
CHEBI:48923,erythromycine
CHEBI:48923,eritromicina
CHEBI:63551,carbohydrate acid derivative anions
CHEBI:63551,carbohydrate acid anion derivative
CHEBI:63551,carbohydrate acid anion derivatives
CHEBI:33838,a nucleoside
CHEBI:33838,nucleosides
CHEBI:63423,alditol derivatives
CHEBI:72695,organic molecules
CHEBI:72695,organic compounds
CHEBI:72695,organic compound
CHEBI:18254,ribonucleosides
CHEBI:18254,a ribonucleoside
CHEBI:36829,polyatomic monoanions
CHEBI:30924,"(r,r)-tartrate"
CHEBI:30924,"(2r,3r)-2,3-dihydroxysuccinate"
CHEBI:30924,l-threarate
CHEBI:30924,(+)-tartrate
CHEBI:30924,"(2r,3r)-tartrate"
CHEBI:78608,an alpha-amino acid
CHEBI:33677,f-block molecular entities
CHEBI:33677,f-block compounds
CHEBI:46883,carboxyl group
CHEBI:46883,-co2h
CHEBI:46883,-cooh
CHEBI:46883,-c(o)oh
CHEBI:26979,heterotricyclic compounds
CHEBI:26979,organic heterotricyclic compounds
CHEBI:50341,threonine side-chain
CHEBI:25805,8o
CHEBI:25805,oxygene
CHEBI:25805,sauerstoff
CHEBI:25805,o
CHEBI:25805,oxygen
CHEBI:25805,oxigeno
CHEBI:36838,17-hydroxy steroids
CHEBI:23367,molekulare entitaet
CHEBI:23367,entidad molecular
CHEBI:23367,entidades moleculares
CHEBI:23367,molecular entities
CHEBI:23367,entite moleculaire
CHEBI:38500,mitochondrial complex iv inhibitor
CHEBI:38500,cytochrome c oxidase inhibitor
CHEBI:38500,ferrocytochrome c oxidase inhibitor
CHEBI:38500,cytochrome oxidase inhibitors
CHEBI:38500,nadh cytochrome c oxidase inhibitor
CHEBI:38500,complex iv (mitochondrial electron transport) inhibitor
CHEBI:38500,indophenolase inhibitors
CHEBI:38500,complex iv (mitochondrial electron transport) inhibitors
CHEBI:38500,cytochrome c oxidase (ec 1.9.3.1) inhibitors
CHEBI:38500,ferrocytochrome-c:oxygen oxidoreductase inhibitors
CHEBI:38500,indophenolase inhibitor
CHEBI:38500,mitochondrial cytochrome-c oxidase inhibitors
CHEBI:38500,cytochrome-c oxidase inhibitors
CHEBI:38500,cytochrome aa3 inhibitors
CHEBI:38500,ec 1.9.3.1 (cytochrome c oxidase) inhibitors
CHEBI:38500,indophenol oxidase inhibitor
CHEBI:38500,mitochondrial complex iv inhibitors
CHEBI:38500,cytochrome-c oxidase inhibitor
CHEBI:38500,cytochrome a3 inhibitors
CHEBI:38500,cytochrome c oxidase inhibitors
CHEBI:38500,ec 1.9.3.1 inhibitors
CHEBI:38500,cytochrome aa3 inhibitor
CHEBI:38500,ferrocytochrome c oxidase inhibitors
CHEBI:38500,ec 1.9.3.1 inhibitor
CHEBI:38500,cco inhibitor
CHEBI:38500,indophenol oxidase inhibitors
CHEBI:38500,warburg's respiratory enzyme inhibitors
CHEBI:38500,cytochrome a3 inhibitor
CHEBI:38500,cytochrome oxidase inhibitor
CHEBI:38500,ferrocytochrome-c:oxygen oxidoreductase inhibitor
CHEBI:38500,warburg's respiratory enzyme inhibitor
CHEBI:38500,nadh cytochrome c oxidase inhibitors
CHEBI:38500,cytochrome c oxidase (ec 1.9.3.1) inhibitor
CHEBI:47704,ammonium salts
CHEBI:47704,ammoniumsalze
CHEBI:47704,ammoniumsalz
CHEBI:16651,l-(+)-lactate
CHEBI:16651,(+)-lactate
CHEBI:16651,l(+)-lactate
CHEBI:16651,l-lactate
CHEBI:50315,[clh2](+)
CHEBI:50315,h2cl(+)
CHEBI:76668,ec 2.7.* inhibitor
CHEBI:76668,phosphorus-containing group transferase (ec 2.7.*) inhibitor
CHEBI:76668,phosphorus-containing group transferase inhibitors
CHEBI:76668,ec 2.7.* inhibitors
CHEBI:76668,ec 2.7.* (phosphorus-containing group transferase) inhibitor
CHEBI:76668,phosphorus-containing group transferase inhibitor
CHEBI:76668,ec 2.7.* (p-containing group transferase) inhibitors
CHEBI:76668,phosphorus-containing group transferase (ec 2.7.*) inhibitors
CHEBI:76668,ec 2.7.* (phosphorus-containing group transferase) inhibitors
CHEBI:79387,trivalent inorganic anions
CHEBI:37261,cerium compounds
CHEBI:37261,cerium molecular entities
CHEBI:26712,sodium compounds
CHEBI:26712,sodium molecular entities
CHEBI:16523,(r)-2-amino-3-hydroxy-propionic acid
CHEBI:16523,(2r)-2-amino-3-hydroxypropanoic acid
CHEBI:16523,(r)-2-amino-3-hydroxypropanoic acid
CHEBI:16523,dsn
CHEBI:16523,d-serin
CHEBI:26271,dl-proline
CHEBI:26271,prolin
CHEBI:26271,hpro
CHEBI:26271,pyrrolidine-2-carboxylic acid
CHEBI:26271,prolina
CHEBI:57912,tryptophan
CHEBI:57912,(2s)-2-ammonio-3-(1h-indol-3-yl)propanoate
CHEBI:57912,l-tryptophan
CHEBI:23014,oxides of carbon
CHEBI:23014,carbon oxides
CHEBI:76967,human xenobiotic metabolites
CHEBI:35219,plant growth inhibitors
CHEBI:35219,plant growth retardants
CHEBI:35219,plant growth inhibitor
CHEBI:63561,ketoaldonate derivatives
CHEBI:30363,(ch3)2ch-ch3
CHEBI:30363,e943b
CHEBI:30363,r-600a
CHEBI:32672,"(2r)-2,5-diamino-5-oxopentanoate"
CHEBI:32672,d-glutamine anion
CHEBI:17562,cyd
CHEBI:17562,4-amino-1-beta-d-ribofuranosyl-2(1h)-pyrimidinone
CHEBI:17562,cytosine-1beta-d-ribofuranoside
CHEBI:17562,4-amino-1-beta-d-ribofuranosylpyrimidin-2(1h)-one
CHEBI:17562,1-beta-d-ribofuranosylcytosine
CHEBI:17562,4-amino-1beta-d-ribofuranosyl-2(1h)-pyrimidinone
CHEBI:17562,cytidin
CHEBI:17562,zytidin
CHEBI:17562,1beta-d-ribofuranosylcytosine
CHEBI:17562,cytosine riboside
CHEBI:22977,kadmium
CHEBI:22977,48cd
CHEBI:22977,cadmio
CHEBI:22977,cd
CHEBI:22977,cadmium
CHEBI:37577,chemical compound
CHEBI:37577,heteroatomic molecular entities
CHEBI:33708,amino acid residue
CHEBI:33708,amino-acid residues
CHEBI:27594,6c
CHEBI:27594,kohlenstoff
CHEBI:27594,carbone
CHEBI:27594,carbonium
CHEBI:27594,carbono
CHEBI:27594,carbon
CHEBI:27594,c
CHEBI:17306,4-(alpha-d-glucopyranosido)-alpha-glucopyranose
CHEBI:17306,4-(alpha-d-glucosido)-d-glucose
CHEBI:17306,d-(+)-maltose
CHEBI:17306,malt sugar
CHEBI:17306,4-o-alpha-d-glucopyranosyl-d-glucose
CHEBI:17306,1-alpha-d-glucopyranosyl-4-alpha-d-glucopyranose
CHEBI:17306,maltobiose
CHEBI:17306,d-maltose
CHEBI:17306,4-o-alpha-d-glucopyranosyl-d-glucopyranose
CHEBI:17306,alpha-d-glcp-(1->4)-d-glcp
CHEBI:17306,alpha-malt sugar
CHEBI:17306,cextromaltose
CHEBI:17306,alpha-d-glucopyranosyl-(1->4)-d-glucopyranose
CHEBI:17306,malzzucker
CHEBI:62965,sodium formiate
CHEBI:62965,sodium methanoate
CHEBI:62965,"formic acid, sodium salt"
CHEBI:62965,"formic acid, sodium salt (1:1)"
CHEBI:62965,"formic acid, na salt"
CHEBI:27897,beta-3-indolylalanine
CHEBI:27897,alpha-amino-beta-(3-indolyl)-propionic acid
CHEBI:27897,2-amino-3-(1h-indol-3-yl)propanoic acid
CHEBI:27897,tryptophane
CHEBI:27897,htrp
CHEBI:27897,trp
CHEBI:27897,w
CHEBI:27897,triptofano
CHEBI:27897,alpha-amino-beta-3-indolepropionic acid
CHEBI:22586,antoxidant
CHEBI:22586,antioxidants
CHEBI:22586,antioxydant
CHEBI:39745,dihydrogenphosphate ion
CHEBI:39745,[po2(oh)2](-)
CHEBI:39745,h2po4(-)
CHEBI:76956,aspergillus metabolites
CHEBI:33240,coordination compounds
CHEBI:36709,aminoquinolines
CHEBI:16898,pyrimidine base
CHEBI:16898,m-diazine
CHEBI:16898,"1,3-diazin"
CHEBI:16898,pyrimidin
CHEBI:16898,"1,3-diazine"
CHEBI:16898,metadiazine
CHEBI:58032,anhydrotetracycline
CHEBI:46847,n-iminopiperazines
CHEBI:74783,astringents
CHEBI:74783,adstringents
CHEBI:74783,adstringent
CHEBI:17650,hidrocortisona
CHEBI:17650,11beta-hydrocortisone
CHEBI:17650,17-hydroxycorticosterone
CHEBI:17650,kendall's compound f
CHEBI:17650,hydrocortisonum
CHEBI:17650,"(11beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione"
CHEBI:17650,"4-pregnen-11beta,17alpha,21-triol-3,20-dione"
CHEBI:17650,reichstein's substance m
CHEBI:17650,hydrocortisone
CHEBI:17650,"11beta,17alpha,21-trihydroxy-4-pregnene-3,20-dione"
CHEBI:27612,"2,4(3h,5h)-imidazoledione"
CHEBI:27612,glycolylurea
CHEBI:27612,"imidazole-2,4(3h,5h)-dione"
CHEBI:27612,"2,4-imidazolidinedione"
CHEBI:64600,c21-steroid hormones
CHEBI:25900,aldopentose phosphates
CHEBI:76874,"hydroxymethyl-, formyl- and related transferases (ec 2.1.2.*) inhibitors"
CHEBI:76874,"ec 2.1.2.* (hydroxymethyl-, formyl- and related transferases) inhibitors"
CHEBI:76874,"hydroxymethyl-, formyl- and related transferases (ec 2.1.2.*) inhibitor"
CHEBI:76874,ec 2.1.2.* inhibitors
CHEBI:76874,ec 2.1.2.* inhibitor
CHEBI:23673,dpm
CHEBI:23673,diaminopimelic acid
CHEBI:23673,"alpha,epsilon-diaminopimelic acid"
CHEBI:17617,6-deoxy-l-lyxo-hex-2-ulose
CHEBI:25166,mannosamines
CHEBI:35820,antiprotozoal agent
CHEBI:35820,antiprotozoal agents
CHEBI:35820,antiprotozoal drugs
CHEBI:26218,potassium salts
CHEBI:26218,kaliumsalze
CHEBI:26218,kaliumsalz
CHEBI:35472,antiinflammatory drugs
CHEBI:35472,antiinflammatory drug
CHEBI:35472,antiinflammatory agent
CHEBI:35472,anti-inflammatory drugs
CHEBI:27365,zinc ions
CHEBI:25942,hno(o2)
CHEBI:25942,[no(ooh)]
CHEBI:36255,bile acid glycine conjugates
CHEBI:57990,2-dehydro-3-deoxy-d-gluconate(1-)
CHEBI:57990,2-dehydro-3-deoxy-d-gluconate anion
CHEBI:23414,copper sulfate
CHEBI:23414,cupric sulfate anhydrous
CHEBI:23414,cuso4
CHEBI:23414,cupric sulfate
CHEBI:16016,"1,3-dihydroxydimethyl ketone"
CHEBI:16016,"1,3-dihydroxyacetone"
CHEBI:16016,"1,3-dihydroxypropan-2-one"
CHEBI:16016,"1,3-dihydroxy-2-propanone"
CHEBI:16016,bis(hydroxymethyl) ketone
CHEBI:16016,glycerone
CHEBI:16016,"alpha,alpha'-dihydroxyacetone"
CHEBI:16016,dha
CHEBI:16016,"1,3-dihydroxypropanone"
CHEBI:16016,"1,3-propanediol-2-one"
CHEBI:35236,(2s)-2-ammonio-3-mercaptopropanoate
CHEBI:35236,d-cysteine
CHEBI:75771,mus musculus metabolites
CHEBI:75771,mouse metabolites
CHEBI:75771,mus musculus metabolite
CHEBI:26873,terpenoide
CHEBI:26873,terpenoides
CHEBI:76694,intramolecular oxidoreductase (ec 5.3.*) inhibitors
CHEBI:76694,intramolecular oxidoreductase (ec 5.3.*) inhibitor
CHEBI:76694,intramolecular oxidoreductase inhibitors
CHEBI:76694,intramolecular oxidoreductase inhibitor
CHEBI:76694,ec 5.3.* (intramolecular oxidoreductase) inhibitors
CHEBI:16905,"fructose-1,6-diphosphate"
CHEBI:16905,"d-fructose-1,6-diphosphate"
CHEBI:16905,harden-young ester
CHEBI:16905,"1,6-di-o-phosphono-d-fructose"
CHEBI:16905,"d-fructose 1,6-bisphosphate"
CHEBI:28368,novobiocine
CHEBI:28368,novobiocina
CHEBI:28368,n-{7-[(3-o-carbamoyl-6-deoxy-5-methyl-4-o-methyl-beta-d-gulopyranosyl)oxy]-4-hydroxy-8-methyl-2-oxo-2h-chromen-3-yl}-4-hydroxy-3-(3-methylbut-2-en-1-yl)benzamide
CHEBI:28368,novobiocinum
CHEBI:33847,monocyclic arenes
CHEBI:26977,thiosulfate ester
CHEBI:26977,thiosulfate esters
CHEBI:26977,thiosulphate
CHEBI:26977,thiosulfates
CHEBI:26977,esters of thiosulfuric acid
CHEBI:26977,thiosulphates
CHEBI:26977,ester of thiosulfuric acid
CHEBI:44976,phosphite
CHEBI:44976,h2pho3
CHEBI:44976,[pho(oh)2]
CHEBI:44976,phosphonsaeure
CHEBI:44976,(ho)2hpo
CHEBI:44976,hpo(oh)2
CHEBI:44976,phosphonate
CHEBI:44976,h3po3
CHEBI:51082,nitrate salts
CHEBI:33484,chalcogen oxoacids
CHEBI:39474,polyazaalkanes
CHEBI:63385,hexose derivatives
CHEBI:26440,pyrimidine nucleosides
CHEBI:26440,n-d-ribosylpyrimidine
CHEBI:16136,hydrogene sulfure
CHEBI:16136,h2s
CHEBI:16136,acide sulfhydrique
CHEBI:16136,hydrogen sulphide
CHEBI:16136,sulfide
CHEBI:16136,schwefelwasserstoff
CHEBI:16136,dihydrogen sulfide
CHEBI:16136,hydrosulfuric acid
CHEBI:16136,dihydrogen monosulfide
CHEBI:16136,hydrogen monosulfide
CHEBI:16136,sulfure d'hydrogene
CHEBI:16136,[sh2]
CHEBI:16136,hydrogen-sulfide
CHEBI:38717,carboxylic acid trianions
CHEBI:87818,sodium glycylchenodeoxycholate
CHEBI:87818,glycochenodeoxycholic acid sodium salt
CHEBI:87818,nsc 681056
CHEBI:35742,tetracarboxylic acids
CHEBI:30612,d-glucarate
CHEBI:76742,oxidoreductase acting on superoxide as acceptor inhibitor
CHEBI:76742,oxidoreductase acting on superoxide as acceptor inhibitors
CHEBI:76742,oxidoreductase acting on superoxide as acceptor (ec 1.15.*) inhibitor
CHEBI:76742,inhibitor of oxidoreductase acting on superoxide as acceptor
CHEBI:76742,inhibitor of oxidoreductase acting on superoxide as acceptor (ec 1.15.*)
CHEBI:76742,inhibitors of oxidoreductase acting on superoxide as acceptor (ec 1.15.*)
CHEBI:76742,ec 1.15.* inhibitor
CHEBI:76742,oxidoreductase acting on superoxide as acceptor (ec 1.15.*) inhibitors
CHEBI:76742,inhibitors of oxidoreductase acting on superoxide as acceptor
CHEBI:76742,ec 1.15.* (oxidoreductase acting on superoxide as acceptor) inhibitors
CHEBI:76742,ec 1.15.* inhibitors
CHEBI:32702,l-tryptophan anion
CHEBI:32702,(2s)-2-amino-3-(1h-indol-3-yl)propanoate
CHEBI:17883,[hcl]
CHEBI:17883,chlorure d'hydrogene
CHEBI:17883,hcl
CHEBI:17883,hydrogenchlorid
CHEBI:17883,hydrochloride
CHEBI:17883,hydrochloric acid
CHEBI:17883,wasserstoffchlorid
CHEBI:17883,cloruro de hidrogeno
CHEBI:17883,chlorwasserstoff
CHEBI:36915,inorganic cations
CHEBI:17972,ribonucleoside triphosphates
CHEBI:16150,benzoate anion
CHEBI:16150,benzenemethanoate
CHEBI:16150,phenylformate
CHEBI:16150,benzenecarboxylate
CHEBI:16150,"benzoic acid, ion(1-)"
CHEBI:16150,benzeneformate
CHEBI:16150,phenylcarboxylate
CHEBI:33321,rare earth metal
CHEBI:27232,uridine 5'-phosphates
CHEBI:58340,o-acetyl-l-serine
CHEBI:58340,(2s)-3-acetoxy-2-ammoniopropanoate
CHEBI:50630,cyclo-oxygenase 1 inhibitors
CHEBI:50630,prostaglandin-endoperoxide synthase 1 inhibitor
CHEBI:50630,prostaglandin g/h synthase 1 inhibitors
CHEBI:50630,cyclooxygenase 1 inhibitors
CHEBI:50630,prostaglandin h2 synthase 1 inhibitors
CHEBI:50630,prostaglandin-endoperoxide synthase 1 inhibitors
CHEBI:50630,cox-1 inhibitors
CHEBI:50630,cyclooxygenase-1 inhibitor
CHEBI:50630,cox-1 inhibitor
CHEBI:50630,cyclo-oxygenase 1 inhibitor
CHEBI:50630,cyclooxygenase-1 inhibitors
CHEBI:50630,prostaglandin h2 synthase 1 inhibitor
CHEBI:50630,ptgs1 inhibitor
CHEBI:50630,prostaglandin g/h synthase 1 inhibitor
CHEBI:50630,ptgs1 inhibitors
CHEBI:60809,adjuvants
CHEBI:24866,sal
CHEBI:24866,sel
CHEBI:24866,ionic compound
CHEBI:24866,sales
CHEBI:24866,ionic compounds
CHEBI:24866,salz
CHEBI:24866,sels
CHEBI:24866,salts
CHEBI:24866,salze
CHEBI:35717,hypnotics
CHEBI:35717,sedative drug
CHEBI:35717,sedatives
CHEBI:35717,sedatives and hypnotics
CHEBI:35717,hypnotics and sedatives
CHEBI:33408,pnictogen oxoacids
CHEBI:59814,l-alpha-amino carboxylate
CHEBI:24297,gluconuronate
CHEBI:2634,amidines
CHEBI:64577,improving agent
CHEBI:64577,dough improver
CHEBI:64577,improving agents
CHEBI:64577,dough improvers
CHEBI:37808,e 943a
CHEBI:37808,n-c4h10
CHEBI:37808,n-butan
CHEBI:37808,n-butane
CHEBI:37808,r-600
CHEBI:37808,e943a
CHEBI:37808,e-943a
CHEBI:35879,phosphorus hydrides
CHEBI:17754,"1,2,3-propanetriol"
CHEBI:17754,glycerine
CHEBI:17754,glycyl alcohol
CHEBI:17754,"1,2,3-trihydroxypropane"
CHEBI:17754,propanetriol
CHEBI:17754,glyceritol
CHEBI:17754,glycerolum
CHEBI:17754,trihydroxypropane
CHEBI:17754,gro
CHEBI:17754,oelsuess
CHEBI:17754,glycerin
CHEBI:17754,glyzerin
CHEBI:16643,methionine
CHEBI:16643,(s)-methionine
CHEBI:16643,l-methionin
CHEBI:16643,l-(-)-methionine
CHEBI:16643,m
CHEBI:16643,(s)-2-amino-4-(methylthio)butanoic acid
CHEBI:16643,(s)-2-amino-4-(methylthio)butyric acid
CHEBI:16643,(2s)-2-amino-4-(methylsulfanyl)butanoic acid
CHEBI:16643,met
CHEBI:16643,l-alpha-amino-gamma-methylmercaptobutyric acid
CHEBI:46645,iso-c4h9oh
CHEBI:46645,isopropylcarbinol
CHEBI:46645,2-methylpropanol
CHEBI:46645,isobutylalkohol
CHEBI:46645,i-butyl alcohol
CHEBI:46645,1-hydroxymethylpropane
CHEBI:46645,iba
CHEBI:46645,isobutyl alcohol
CHEBI:46645,iso-butyl alcohol
CHEBI:46645,i-butanol
CHEBI:46645,2-methyl-1-propanol
CHEBI:63063,cadmium cations
CHEBI:37565,gtp
CHEBI:35117,manganese coordination entities
CHEBI:35117,manganese coordination compounds
CHEBI:23639,deoxysugars
CHEBI:23639,deoxy sugars
CHEBI:23639,deoxysugar
CHEBI:36962,organochalcogen compounds
CHEBI:86385,ec 5.3.3.5 (cholestenol delta-isomerase) inhibitors
CHEBI:86385,cholestenol delta-isomerase (ec 5.3.3.5) inhibitor
CHEBI:86385,cholestenol delta-isomerase (ec 5.3.3.5) inhibitors
CHEBI:86385,delta(7)-cholestenol delta(7)-delta(8)-isomerase inhibitor
CHEBI:86385,ec 5.3.3.5 inhibitors
CHEBI:86385,ec 5.3.3.5 inhibitor
CHEBI:86385,delta(7)-cholestenol delta(7)-delta(8)-isomerase inhibitors
CHEBI:15996,guanosine triphosphate
CHEBI:15996,5'-gtp
CHEBI:15996,guanosine-5'-triphosphate
CHEBI:15996,guanosine 5'-triphosphate
CHEBI:15996,h4gtp
CHEBI:15996,guanosine 5'-triphosphoric acid
CHEBI:33229,vitamina
CHEBI:33229,vitaminas
CHEBI:33229,vitamines
CHEBI:33229,vitaminum
CHEBI:33229,vitamins
CHEBI:33229,vitamin
CHEBI:33229,vitamine
CHEBI:37262,cerium coordination compounds
CHEBI:37262,cerium coordination entities
CHEBI:64571,n-methyl-d-aspartate receptor agonist
CHEBI:64571,nmdar agonist
CHEBI:64571,n-methyl-d-aspartate receptor agonists
CHEBI:64571,nmda receptor agonists
CHEBI:64571,nmdar agonists
CHEBI:38037,methanesulfonate salts
CHEBI:38037,mesylate salt
CHEBI:38037,mesylate salts
CHEBI:35267,quaternary amine
CHEBI:35267,quaternary ammonium ions
CHEBI:35267,a quaternary ammonium
CHEBI:24298,glucuronsaeure
CHEBI:24298,glukuronsaeure
CHEBI:49201,anti-ulcer agent
CHEBI:49201,anti-ulcer drugs
CHEBI:49201,anti-ulcer agents
CHEBI:35295,homopolycyclic compounds
CHEBI:18212,selenit
CHEBI:18212,selenite
CHEBI:18212,[seo3](2-)
CHEBI:24712,-ch2-oh
CHEBI:24712,serine side-chain
CHEBI:50689,reproductive control agent
CHEBI:50689,reproductive control drugs
CHEBI:39011,good's buffers
CHEBI:39011,good buffer substance
CHEBI:39011,good's buffer
CHEBI:38180,polycyclic heteroarenes
CHEBI:36856,hnc
CHEBI:36856,hydroisocyanic acid
CHEBI:36856,cnh
CHEBI:36856,hn(+)#c(-)
CHEBI:83169,n-ahls
CHEBI:83169,n-acyl homoserine lactones
CHEBI:83169,ahls
CHEBI:61296,adenine ribonucleotide
CHEBI:57846,6-deoxy-1-o-phosphonato-l-tagatose
CHEBI:57846,l-fuculose 1-phosphate dianio
CHEBI:57846,l-fuculose 1-phosphate
CHEBI:38163,organic heterotetracyclic compounds
CHEBI:25016,plomo
CHEBI:25016,82pb
CHEBI:25016,plumbum
CHEBI:25016,lead
CHEBI:25016,blei
CHEBI:25016,plomb
CHEBI:25016,pb
CHEBI:33744,iron group molecular entities
CHEBI:41402,aspartic acid side-chain
CHEBI:41402,-ch2-cooh
CHEBI:28997,deoxyinosine
CHEBI:28997,9-(2-deoxy-beta-d-erythro-pentofuranosyl)-9h-purin-6-ol
CHEBI:17368,hyp
CHEBI:17368,purin-6(1h)-one
CHEBI:17368,6(1h)-purinone
CHEBI:17368,9h-purin-6(1h)-one
CHEBI:17368,purine-6-ol
CHEBI:17368,6-oxopurine
CHEBI:78298,environmental contaminants
CHEBI:24532,organic heterocycle
CHEBI:24532,organic heterocyclic compounds
CHEBI:90710,receptor modulators
CHEBI:17158,pyruvic aldehyde
CHEBI:17158,alpha-ketopropionaldehyde
CHEBI:17158,acetylformyl
CHEBI:17158,2-ketopropionaldehyde
CHEBI:17158,2-oxopropionaldehyde
CHEBI:17158,"1,2-propanedione"
CHEBI:17158,2-oxopropanal
CHEBI:17158,acetylformaldehyde
CHEBI:17158,pyruvaldehyde
CHEBI:17158,ch3cocho
CHEBI:32728,1-carboxy-2-(1h-indol-3-yl)ethanaminium
CHEBI:32728,htrp(+)
CHEBI:32728,tryptophan cation
CHEBI:24584,hexosamine phosphates
CHEBI:50336,tyrosine side-chain
CHEBI:26519,radicals
CHEBI:26519,radikale
CHEBI:26519,radical libre
CHEBI:26519,free radical
CHEBI:26519,radicales libres
CHEBI:26519,freies radikal
CHEBI:26519,radikal
CHEBI:25728,osmolytes
CHEBI:17833,gentamycins
CHEBI:17833,gentamicin
CHEBI:83820,non-proteinogenic amino-acids
CHEBI:83820,non-coded amino acids
CHEBI:83820,non-coded amino-acid
CHEBI:83820,non-canonical amino-acids
CHEBI:83820,non-canonical amino-acid
CHEBI:83820,non-coded amino-acids
CHEBI:83820,non-proteinogenic amino acids
CHEBI:83820,non-canonical amino acids
CHEBI:83820,non-coded amino acid
CHEBI:83820,non-proteinogenic amino-acid
CHEBI:83820,non-canonical amino acid
CHEBI:37912,hydroxycoumarins
CHEBI:24873,iron compounds
CHEBI:24873,iron molecular entities
CHEBI:35559,oxacyclopentadiene
CHEBI:35559,oxole
CHEBI:35559,"1,4-epoxy-1,3-butadiene"
CHEBI:35559,divinylene oxide
CHEBI:35559,tetrole
CHEBI:35559,furane
CHEBI:24156,galactosamines
CHEBI:24576,hexarates
CHEBI:24576,hexaric acid anions
CHEBI:24576,hexarate
CHEBI:24062,fluorine molecular entities
CHEBI:24062,fluorine compounds
CHEBI:22529,amino sugar phosphates
CHEBI:16701,nucleoside 5'-phosphates
CHEBI:18407,hcn
CHEBI:18407,hydrocyanic acid
CHEBI:18407,blausaeure
CHEBI:18407,[chn]
CHEBI:18407,cyanwasserstoff
CHEBI:18407,formonitrile
CHEBI:38311,cephems
CHEBI:32841,(1r)-1-carboxy-2-hydroxyethanaminium
CHEBI:32841,d-serine cation
CHEBI:24753,hygromycins
CHEBI:33585,lead compounds
CHEBI:33585,lead molecular entities
CHEBI:100246,"1-ethyl-6-fluor-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-chinolincarbonsaeure"
CHEBI:100246,norfloxacinum
CHEBI:100246,"1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid"
CHEBI:100246,norfloxacino
CHEBI:100246,norfloxacine
CHEBI:100246,nflx
CHEBI:100246,"1,4-dihydro-1-ethyl-6-fluoro-4-oxo-7-(1-piperazinyl)-3-quinolinecarboxylic acid"
CHEBI:50803,nanoparticula
CHEBI:50803,np
CHEBI:50803,nanoteilchen
CHEBI:50803,nanoparticule
CHEBI:50803,nanoparticles
CHEBI:26191,polyols
CHEBI:35356,dicarboximides
CHEBI:33405,hydracids
CHEBI:71989,orthoester
CHEBI:71989,ortho-ester
CHEBI:71989,ortho esters
CHEBI:71989,ortho-esters
CHEBI:71989,orthoesters
CHEBI:36961,chalcocarbonic acids
CHEBI:66987,radioprotective agent
CHEBI:66987,radioprotective agents
CHEBI:66987,radiation mitigation agents
CHEBI:66987,radiation mitigation agent
CHEBI:66987,radiation protective agents
CHEBI:66987,radioprotectors
CHEBI:66987,radiation protective drugs
CHEBI:66987,radioprotector
CHEBI:66987,radiation protective drug
CHEBI:18367,orthophosphate
CHEBI:18367,po4(3-)
CHEBI:18367,phosphate ion
CHEBI:18367,[po4](3-)
CHEBI:18367,phosphate
CHEBI:64018,protein kinase c agonists
CHEBI:76906,ec 4.1.1.* inhibitors
CHEBI:76906,carboxy-lyases (ec 4.1.1.*) inhibitor
CHEBI:76906,ec 4.1.1.* (carboxy-lyase) inhibitors
CHEBI:76906,carboxy-lyases (ec 4.1.1.*) inhibitors
CHEBI:76906,carboxy-lyase (ec 4.1.1.*) inhibitors
CHEBI:76906,ec 4.1.1.* inhibitor
CHEBI:76906,carboxy-lyase (ec 4.1.1.*) inhibitor
CHEBI:32445,(1r)-1-carboxy-2-sulfanylethanaminium
CHEBI:32445,(1r)-1-carboxy-2-mercaptoethanaminium
CHEBI:32445,l-cysteinium(1+)
CHEBI:32445,l-cysteine cation
CHEBI:35902,oxo monocarboxylic acid anions
CHEBI:33508,"2,3-dihydroxypropionic acid"
CHEBI:33508,gro
CHEBI:36343,composite particles
CHEBI:26710,halite
CHEBI:26710,common salt
CHEBI:26710,kochsalz
CHEBI:26710,salt
CHEBI:26710,natriumchlorid
CHEBI:26710,natrii chloridum
CHEBI:26710,table salt
CHEBI:26710,rock salt
CHEBI:26710,chlorure de sodium
CHEBI:26710,nacl
CHEBI:26710,cloruro sodico
CHEBI:16891,glyoxalate
CHEBI:16891,oxoethanoic acid
CHEBI:16891,alpha-ketoacetic acid
CHEBI:16891,glyoxylsaeure
CHEBI:16891,glyoxylate
CHEBI:16891,formylformic acid
CHEBI:16891,glyoxalsaeure
CHEBI:16891,oxalaldehydic acid
CHEBI:37750,chlorine oxides
CHEBI:33245,organic parent hydrides
CHEBI:33245,organic fundamental parents
CHEBI:26432,a pyrimidine nucleobase
CHEBI:26432,pyrimidine bases
CHEBI:26432,pyrimidine nucleobases
CHEBI:19569,2-deoxyribose phosphates
CHEBI:19569,deoxyribose phosphate
CHEBI:29259,[po2(oh)](2-)
CHEBI:29259,hydrogen phosphite
CHEBI:29259,hpo3(2-)
CHEBI:33693,hydrides of oxygen
CHEBI:33693,oxygen hydrides
