ChEBI_ID,Metabolite Name
CHEBI:53258,sodium citrate
CHEBI:19203,1h-pyrrole
CHEBI:30753,4-aminobenzoic acid
CHEBI:29746,glycocholate
CHEBI:36360,phosphorus oxoacids and derivatives
CHEBI:48369,organic bromide salt
CHEBI:30655,l-homoserine lactone
CHEBI:22652,ascorbic acid
CHEBI:15676,allantoin
CHEBI:30363,isobutane
CHEBI:87818,sodium glycochenodeoxycholate
CHEBI:33707,gamma-amino acid
CHEBI:26523,reactive oxygen species
CHEBI:46845,n-alkylpiperazine
CHEBI:14314,d-glucose 6-phosphate
CHEBI:30762,salicylate
CHEBI:36272,tungstic acid
CHEBI:76655,ec 2.1.* (c1-transferase) inhibitor
CHEBI:33257,secondary amide
CHEBI:23423,pseudohalogen oxoacid
CHEBI:29287,gold atom
CHEBI:5206,ga
CHEBI:16701,nucleoside 5'-phosphate
CHEBI:29785,nitro group
CHEBI:32683,l-argininium(2+)
CHEBI:9907,ursodeoxycholic acid
CHEBI:50903,carcinogenic agent
CHEBI:35391,aspartate(1-)
CHEBI:36838,17-hydroxy steroid
CHEBI:24848,inositol
CHEBI:50902,genotoxin
CHEBI:26820,sulfates
CHEBI:64459,biaryl
CHEBI:17026,progesterone
CHEBI:132155,hydroxynaphthoquinone
CHEBI:33299,alkaline earth molecular entity
CHEBI:71339,novobiocin(1-)
CHEBI:25805,oxygen atom
CHEBI:51060,hormone agonist
CHEBI:62803,fuel additive
CHEBI:46645,isobutanol
CHEBI:18287,l-fucose
CHEBI:24298,glucuronic acid
CHEBI:132950,tartrate
CHEBI:35221,antimetabolite
CHEBI:83169,n-acyl homoserine lactone
CHEBI:76738,ec 1.11.* (oxidoreductase acting on peroxide as donors) inhibitor
CHEBI:24651,hydroxides
CHEBI:25435,mutagen
CHEBI:38313,diazines
CHEBI:6104,kanamycin
CHEBI:37416,ec 2.7.7.6 (rna polymerase) inhibitor
CHEBI:49537,c-di-gmp
CHEBI:17076,streptomycin
CHEBI:36878,inorganic radical ion
CHEBI:38297,thiabicycloalkane
CHEBI:33540,thiosulfuric acid
CHEBI:15904,long-chain fatty acid
CHEBI:23666,diamine
CHEBI:24028,iron(3+) chelator
CHEBI:22860,amino-acid betaine
CHEBI:7934,paromomycin
CHEBI:16189,sulfate
CHEBI:35286,iminium ion
CHEBI:88187,penicillin allergen
CHEBI:22333,alkylating agent
CHEBI:35715,nitro compound
CHEBI:27082,trehalose
CHEBI:57305,glycine zwitterion
CHEBI:133673,glyphosate(1-)
CHEBI:60584,bicozamycin
CHEBI:24836,inorganic oxide
CHEBI:27150,trisaccharide
CHEBI:33462,phosphonate(1-)
CHEBI:22977,cadmium atom
CHEBI:36255,bile acid glycine conjugate
CHEBI:15784,n-acetyl-d-glucosamine 6-phosphate
CHEBI:37010,ribonucleoside 5'-monophosphate
CHEBI:37957,histaminergic drug
CHEBI:48914,glucaric acid anion
CHEBI:46997,l-ribose
CHEBI:22645,arenecarboxamide
CHEBI:28694,copper atom
CHEBI:33232,application
CHEBI:17146,anhydrotetracycline
CHEBI:26836,sulfuric acid
CHEBI:33187,oxomalononitrile
CHEBI:75832,iron(2+) sulfate (anhydrous)
CHEBI:32234,titanium dioxide
CHEBI:74345,"1-(5-hydroxy-2-oxo-2,3-dihydroimidazol-4-yl)urea"
CHEBI:32508,glycinate
CHEBI:22507,aminoglycoside antibiotic
CHEBI:18059,lipid
CHEBI:35132,ketose phosphate
CHEBI:30356,isobutyl group
CHEBI:25367,molecule
CHEBI:37096,adenosine 5'-phosphate
CHEBI:75763,eukaryotic metabolite
CHEBI:231935,glycerol 1-phosphate(2-)
CHEBI:74783,astringent
CHEBI:26513,quinolines
CHEBI:50102,n-methyl-n-nitrosourea
CHEBI:4195,d-hexose 6-phosphate
CHEBI:35418,n-acetylneuraminate
CHEBI:57513,n-acetyl-d-glucosamine 6-phosphate(2-)
CHEBI:25942,peroxynitrous acid
CHEBI:18379,nitrile
CHEBI:27084,trehalose phosphate
CHEBI:27363,zinc atom
CHEBI:17698,chloramphenicol
CHEBI:59999,chemical substance
CHEBI:88217,"n,n,n',n'-tetrakis(2-pyridylmethyl)ethylenediamine"
CHEBI:38751,triamine
CHEBI:35910,2-oxo monocarboxylic acid
CHEBI:50658,ampicillin(1-)
CHEBI:33369,cerium
CHEBI:46867,indolyl carboxylic acid
CHEBI:37175,organic hydride
CHEBI:63726,neuroprotective agent
CHEBI:59558,medium-chain fatty acid anion
CHEBI:33743,manganese group molecular entity
CHEBI:72588,semisynthetic derivative
CHEBI:48355,non-polar solvent
CHEBI:37912,hydroxycoumarin
CHEBI:16567,anthranilate
CHEBI:26399,purine ribonucleoside
CHEBI:38101,organonitrogen heterocyclic compound
CHEBI:51354,benzylpenicillin(1-)
CHEBI:25605,nucleoside antibiotic
CHEBI:33832,organic cyclic compound
CHEBI:33859,aromatic carboxylic acid
CHEBI:26469,quaternary nitrogen compound
CHEBI:79388,divalent inorganic anion
CHEBI:28185,kanamycin c
CHEBI:29214,sulfonic acid
CHEBI:63161,glycosyl compound
CHEBI:50249,anticoagulant
CHEBI:76711,ec 4.1.* (c-c lyase) inhibitor
CHEBI:50248,hematologic agent
CHEBI:51217,fluorochrome
CHEBI:50441,n-substituted diamine
CHEBI:26444,pyrimidine ribonucleoside triphosphate
CHEBI:46686,azaalkane
CHEBI:25508,neuraminic acids
CHEBI:25371,molybdic acid
CHEBI:38104,oxacycle
CHEBI:28963,amino sugar
CHEBI:32702,l-tryptophanate
CHEBI:36871,inorganic radical
CHEBI:25094,lysine
CHEBI:63940,sodium tungstate
CHEBI:36093,inorganic chloride
CHEBI:15713,utp
CHEBI:22823,beta-alanine derivative
CHEBI:28997,2'-deoxyinosine
CHEBI:38215,calcium channel blocker
CHEBI:21656,n-acyl-hexosamine
CHEBI:24577,hexaric acid
CHEBI:50584,alkyl alcohol
CHEBI:33296,alkali metal molecular entity
CHEBI:33242,inorganic hydride
CHEBI:48356,protic solvent
CHEBI:52217,pharmaceutical
CHEBI:82655,animal growth promotant
CHEBI:33822,organic hydroxy compound
CHEBI:33694,biomacromolecule
CHEBI:37253,elemental zinc
CHEBI:32690,d-argininium(2+)
CHEBI:51454,cyclopropanes
CHEBI:32696,argininium(1+)
CHEBI:51082,nitrate salt
CHEBI:24297,glucuronate
CHEBI:84135,l-serine derivative
CHEBI:83812,non-proteinogenic amino acid derivative
CHEBI:25941,peroxynitrite
CHEBI:75767,animal metabolite
CHEBI:27594,carbon atom
CHEBI:327995,tyraminium
CHEBI:59163,biomarker
CHEBI:30812,iron dichloride
CHEBI:77703,ec 4.3.1.3 (histidine ammonia-lyase) inhibitor
CHEBI:46502,tungstate
CHEBI:50453,desferrioxamine
CHEBI:15760,tyramine
CHEBI:30797,(s)-malic acid
CHEBI:50007,antimony coordination entity
CHEBI:61296,adenyl ribonucleotide
CHEBI:57416,d-alanine zwitterion
CHEBI:26643,aldehydic acid
CHEBI:51069,organic halide salt
CHEBI:22289,aldaric acid anion
CHEBI:16243,quercetin
CHEBI:76713,ec 4.3.* (c-n lyase) inhibitor
CHEBI:17306,maltose
CHEBI:37734,phosphoric ester
CHEBI:24753,hygromycin
CHEBI:47881,3-oxo monocarboxylic acid
CHEBI:32507,glycinium
CHEBI:2956,azlocillin
CHEBI:32600,tetracene
CHEBI:26069,phosphonic acids
CHEBI:24405,glycosylglucose
CHEBI:49323,contraceptive drug
CHEBI:25414,monoatomic monocation
CHEBI:51026,macrocycle
CHEBI:28262,dimethyl sulfoxide
CHEBI:46847,n-iminopiperazine
CHEBI:50313,onium cation
CHEBI:37955,h1-receptor antagonist
CHEBI:3098,bile acid
CHEBI:78608,alpha-amino-acid zwitterion
CHEBI:17754,glycerol
CHEBI:64911,antimitotic
CHEBI:47968,n-acetylmuramic acid 6-phosphate
CHEBI:33288,rodenticide
CHEBI:33287,fertilizer
CHEBI:33431,elemental chlorine
CHEBI:16180,n-acylglycine
CHEBI:17939,puromycin
CHEBI:33886,glucuronic acids
CHEBI:48359,protophilic solvent
CHEBI:62031,polar amino acid zwitterion
CHEBI:22529,amino sugar phosphate
CHEBI:25140,maltodextrin
CHEBI:59202,straight-chain fatty acid
CHEBI:28965,dicarboxylic acid dianion
CHEBI:64909,poison
CHEBI:35276,ammonium compound
CHEBI:65023,anti-asthmatic agent
CHEBI:36921,antimony oxoanion
CHEBI:87518,adp(2-)
CHEBI:36654,"2,3-dihydroxybenzoate"
CHEBI:62488,signalling molecule
CHEBI:16793,mercury(2+)
CHEBI:25197,mercury cation
CHEBI:22299,aldonate
CHEBI:47013,d-ribofuranose
CHEBI:16891,glyoxylic acid
CHEBI:26216,potassium atom
CHEBI:22565,ansamycin
CHEBI:78116,fatty acid anion 6:0
CHEBI:60173,purine deoxyribonucleoside
CHEBI:37022,amino-acid anion
CHEBI:19239,2'-deoxyadenosine phosphate
CHEBI:15674,"2,3-dihydroxybutanedioic acid"
CHEBI:58048,l-asparagine zwitterion
CHEBI:46895,lipopeptide
CHEBI:20664,5beta-cholane
CHEBI:76710,ec 4.* (lyase) inhibitor
CHEBI:33256,primary amide
CHEBI:33508,glyceric acid
CHEBI:27369,zwitterion
CHEBI:35617,flavouring agent
CHEBI:27998,tungsten
CHEBI:28422,3-oxohexanoic acid
CHEBI:33673,zinc group molecular entity
CHEBI:33763,trionate
CHEBI:33566,catechols
CHEBI:50562,tartrate salt
CHEBI:134108,lipopolysaccharide biosynthesis inhibitor
CHEBI:26816,carbohydrate phosphate
CHEBI:26386,purine nucleobase
CHEBI:26144,piperazines
CHEBI:9180,sodium salicylate
CHEBI:33384,l-serine zwitterion
CHEBI:28757,fructose
CHEBI:16898,pyrimidine
CHEBI:26188,polyketide
CHEBI:33663,cyclic hydrocarbon
CHEBI:50316,bromonium
CHEBI:18421,superoxide
CHEBI:63165,ribonucleoside monophosphate oxoanion
CHEBI:25213,metal cation
CHEBI:22728,benzopyrrole
CHEBI:26045,phosphite ion
CHEBI:19569,2-deoxyribose phosphate
CHEBI:32650,l-asparaginate
CHEBI:16004,(r)-lactate
CHEBI:16134,ammonia
CHEBI:76871,ec 2.1.1.* (methyltransferases) inhibitor
CHEBI:38179,monocyclic heteroarene
CHEBI:25375,monoamine molecular messenger
CHEBI:5686,heterocyclic compound
CHEBI:18375,"nucleoside 3',5'-cyclic phosphate"
CHEBI:48376,carbamimidic acid
CHEBI:23843,disaccharide phosphate
CHEBI:24853,intercalator
CHEBI:76834,ec 2.5.* (non-methyl-alkyl or aryl transferase) inhibitor
CHEBI:47017,tetrahydrofuranol
CHEBI:32828,d-threoninium
CHEBI:137081,corm 3
CHEBI:33853,phenols
CHEBI:57630,gamma-amino-beta-hydroxybutyric acid zwitterion
CHEBI:29805,glycolate
CHEBI:39206,dibenzopyridine
CHEBI:33189,hydrazonomalononitrile
CHEBI:76881,ec 2.7.1.* (phosphotransferases with an alcohol group as acceptor) inhibitor
CHEBI:36277,bile acid salt
CHEBI:50995,secondary amino compound
CHEBI:22563,anion
CHEBI:18385,thiamine(1+)
CHEBI:39142,bronsted base
CHEBI:58805,c-di-gmp(2-)
CHEBI:25567,nitrous acid
CHEBI:78377,ec 1.3.1.8 [acyl-coa dehydrogenase (nadp(+))] inhibitor
CHEBI:33484,chalcogen oxoacid
CHEBI:10545,electron
CHEBI:73336,vulnerary
CHEBI:27252,uronic acid
CHEBI:76243,ferrous ammonium sulfate (anhydrous)
CHEBI:24837,inorganic peroxide
CHEBI:33252,atomic nucleus
CHEBI:61404,datp(4-)
CHEBI:32836,l-serinate
CHEBI:83925,non-proteinogenic alpha-amino acid
CHEBI:63367,monosaccharide derivative
CHEBI:22928,bromine molecular entity
CHEBI:132717,bleaching agent
CHEBI:60926,amino monosaccharide
CHEBI:78017,food propellant
CHEBI:2427,acid amide
CHEBI:18152,myricetin
CHEBI:27081,transition element atom
CHEBI:16411,indole-3-acetic acid
CHEBI:26392,purine nucleoside monophosphate
CHEBI:27232,uridine 5'-phosphate
CHEBI:35735,dicarboxylic acid monoamide
CHEBI:37045,purine ribonucleoside 5'-triphosphate
CHEBI:50803,nanoparticle
CHEBI:27539,isatin
CHEBI:18367,phosphate(3-)
CHEBI:18283,"alpha,alpha-trehalose 6-phosphate"
CHEBI:50750,ec 5.99.1.3 [dna topoisomerase (atp-hydrolysing)] inhibitor
CHEBI:32456,cysteinate(1-)
CHEBI:36267,molybdenum oxoacid
CHEBI:32457,cysteinate(2-)
CHEBI:23524,cytidines
CHEBI:15705,l-alpha-amino acid
CHEBI:19254,purine 2'-deoxyribonucleoside
CHEBI:23014,carbon oxide
CHEBI:87228,sulfonamide antibiotic
CHEBI:33408,pnictogen oxoacid
CHEBI:35717,sedative
CHEBI:28631,3-phenylpropionic acid
CHEBI:22586,antioxidant
CHEBI:33306,carbon group element atom
CHEBI:65296,primary ammonium ion
CHEBI:23982,ethanols
CHEBI:52362,ortho-fused heteroarene
CHEBI:37958,dye
CHEBI:85234,human blood serum metabolite
CHEBI:32644,methioninate
CHEBI:50315,chloronium
CHEBI:75604,ec 6.4.* (c-c bond-forming ligase) inhibitor
CHEBI:24436,guanidines
CHEBI:37240,"adenosine 3',5'-bisphosphate"
CHEBI:33365,platinum group metal atom
CHEBI:28163,iron(iii) hydroxamate
CHEBI:63046,emulsifier
CHEBI:33653,aliphatic compound
CHEBI:32716,d-tryptophanate
CHEBI:73181,ec 1.11.1.11 (l-ascorbate peroxidase) inhibitor
CHEBI:23634,deoxyaldopentose phosphate
CHEBI:30768,propionic acid
CHEBI:30938,6-aminopenicillanate
CHEBI:27026,toxin
CHEBI:134084,ec 1.15.1.1 (superoxide dismutase) inhibitor
CHEBI:18308,acrylic acid
CHEBI:23955,erythronolide
CHEBI:27563,arsenic atom
CHEBI:23639,deoxy sugar
CHEBI:29202,isocyanic acid
CHEBI:48107,nitric acid
CHEBI:21655,n-acylgalactosamine
CHEBI:131657,cholane derivative
CHEBI:64996,ec 1.13.11.33 (arachidonate 15-lipoxygenase) inhibitor
CHEBI:134107,chir-090
CHEBI:78115,fatty acid anion 4:0
CHEBI:48154,sulfur oxide
CHEBI:24583,hexitol
CHEBI:32638,d-methioninium
CHEBI:78320,2-hydroxypropanoic acid
CHEBI:26835,sulfur molecular entity
CHEBI:33985,muramates
CHEBI:49807,lead(2+)
CHEBI:24432,biological role
CHEBI:33721,carbohydrate acid anion
CHEBI:33748,nickel molecular entity
CHEBI:26642,selenous acid
CHEBI:18186,tyrosine
CHEBI:59769,acetal
CHEBI:15978,sn-glycerol 3-phosphate
CHEBI:17234,glucose
CHEBI:35627,beta-lactam
CHEBI:37217,titanium molecular entity
CHEBI:134416,3-oxo fatty acid
CHEBI:36238,5beta-cholanic acid
CHEBI:16016,dihydroxyacetone
CHEBI:50267,protective agent
CHEBI:16236,ethanol
CHEBI:23447,cyclic nucleotide
CHEBI:15858,bromide
CHEBI:48975,substituted aniline
CHEBI:26519,radical
CHEBI:33860,aromatic amine
CHEBI:17650,cortisol
CHEBI:67040,s-adenosyl-l-methioninate
CHEBI:35398,l-tartrate(1-)
CHEBI:38261,imidazolidines
CHEBI:61448,isopropyl beta-d-thiogalactopyranoside
CHEBI:35443,anthelminthic drug
CHEBI:52215,photochemical role
CHEBI:36333,local anaesthetic
CHEBI:35720,enrofloxacin
CHEBI:63005,sodium nitrate
CHEBI:37206,hexol
CHEBI:63350,deoxyketohexose derivative
CHEBI:37164,homopolysaccharide
CHEBI:50266,prodrug
CHEBI:18300,maleic acid
CHEBI:68495,apoptosis inducer
CHEBI:23953,erythromycins
CHEBI:36234,chenodeoxycholate
CHEBI:32450,d-cysteinate(2-)
CHEBI:61336,c4-dicarboxylate
CHEBI:25384,monocarboxylic acid
CHEBI:26895,tetracyclines
CHEBI:35552,heterocyclic organic fundamental parent
CHEBI:33455,nitrogen oxoacid
CHEBI:25562,nitrophenol
CHEBI:28383,"alpha,omega-dicarboxylic acid"
CHEBI:33677,f-block molecular entity
CHEBI:35458,cerium trichloride
CHEBI:59780,cyclic hemiketal
CHEBI:78840,olefinic compound
CHEBI:133331,metal oxide
CHEBI:38496,electron-transport chain inhibitor
CHEBI:58951,short-chain fatty acid anion
CHEBI:19834,"3',5'-cyclic purine nucleotide"
CHEBI:35604,carbon oxoanion
CHEBI:62049,acyl donor
CHEBI:35856,lipoxygenase inhibitor
CHEBI:33551,organosulfonic acid
CHEBI:71338,autoinducer
CHEBI:35703,xenobiotic
CHEBI:33693,oxygen hydride
CHEBI:82828,oleanolate
CHEBI:64049,food acidity regulator
CHEBI:78433,refrigerant
CHEBI:33250,atom
CHEBI:131620,c24-steroid
CHEBI:18248,iron atom
CHEBI:70709,progesterone receptor agonist
CHEBI:28159,d-asparagine
CHEBI:24951,kanamycins
CHEBI:17790,methanol
CHEBI:63248,oxidising agent
CHEBI:24271,glucosamines
CHEBI:25699,organic ion
CHEBI:36141,quinone
CHEBI:50326,sulfanylmethyl group
CHEBI:33447,phospho sugar
CHEBI:35346,11beta-hydroxy steroid
CHEBI:59826,progestin
CHEBI:33969,gold molecular entity
CHEBI:33568,adrenaline
CHEBI:36357,polyatomic entity
CHEBI:35441,antiinfective agent
CHEBI:57925,glutathionate(1-)
CHEBI:36624,naphthyridine
CHEBI:90710,receptor modulator
CHEBI:16080,gamma-amino-beta-hydroxybutyric acid
CHEBI:50276,ec 5.99.1.2 (dna topoisomerase) inhibitor
CHEBI:60251,guanidinium ion
CHEBI:58633,l-homoserine lactone(1+)
CHEBI:46398,utp(4-)
CHEBI:204928,cefotaxime
CHEBI:23443,cyclic amide
CHEBI:33823,enol
CHEBI:18391,d-gluconate
CHEBI:133341,choline chloride
CHEBI:137982,tertiary ammonium ion
CHEBI:59772,hemiketal
CHEBI:35224,effector
CHEBI:16647,l-fuculose 1-phosphate
CHEBI:24712,hydroxymethyl group
CHEBI:2634,amidine
CHEBI:37749,halogen oxide
CHEBI:38976,alkylbenzene
CHEBI:73690,erythrose 4-phosphate/phosphoenolpyruvate family amino acid
CHEBI:29371,dioxygen(2+)
CHEBI:37038,purine ribonucleoside 5'-diphosphate
CHEBI:3259,cccp
CHEBI:60334,peptide anion
CHEBI:42478,ethidium
CHEBI:41139,"n,n,n-trimethylglycinium"
CHEBI:33405,hydracid
CHEBI:36894,elemental bromine
CHEBI:22676,auxin
CHEBI:29195,cyanate
CHEBI:131401,hexopyranosyl hexopyranoside
CHEBI:32627,leucinate
CHEBI:36481,oleanane
CHEBI:9473,tetrachlorosalicylanilide
CHEBI:17301,glucaric acid
CHEBI:35236,d-cysteine zwitterion
CHEBI:4194,d-hexose
CHEBI:33231,antitubercular agent
CHEBI:76840,"ec 1.14.99.* (miscellaneous oxidoreductase acting on paired donors, with incorporation or reduction of molecular oxygen) inhibitor"
CHEBI:33229,vitamin (role)
CHEBI:35471,psychotropic drug
CHEBI:21337,idonic acid
CHEBI:79389,monovalent inorganic anion
CHEBI:76744,ec 1.17.* (oxidoreductase acting on ch or ch2) inhibitor
CHEBI:32837,l-serinium
CHEBI:23336,cobalt cation
CHEBI:38070,anti-arrhythmia drug
CHEBI:38157,iron chelator
CHEBI:35295,homopolycyclic compound
CHEBI:16526,carbon dioxide
CHEBI:26288,propanediol
CHEBI:22194,acetyl-l-serine
CHEBI:58395,myricetin(1-)
CHEBI:61697,fatty acid derivative
CHEBI:26707,glycerol phosphate
CHEBI:26708,sodium atom
CHEBI:65057,adenosine a1 receptor agonist
CHEBI:57481,utp(3-)
CHEBI:36044,antiviral drug
CHEBI:16072,maleimide
CHEBI:32673,d-glutaminium
CHEBI:51256,amoxicillin(1-)
CHEBI:23652,dextrin
CHEBI:29806,fumarate(2-)
CHEBI:76775,ec 3.1.3.* (phosphoric monoester hydrolase) inhibitor
CHEBI:53000,epitope
CHEBI:62965,sodium formate
CHEBI:51959,organic tricyclic compound
CHEBI:61689,amino cyclitol
CHEBI:23114,chloride salt
CHEBI:17196,l-asparagine
CHEBI:17230,homocysteine
CHEBI:29036,copper(2+)
CHEBI:24978,ketose
CHEBI:59561,diamino acid anion
CHEBI:39144,lewis base
CHEBI:33775,lanthanoid molecular entity
CHEBI:51374,gaba agent
CHEBI:50337,1h-indol-3-ylmethyl group
CHEBI:24265,gluconate
CHEBI:28971,ampicillin
CHEBI:33245,organic fundamental parent
CHEBI:38093,phenothiazines
CHEBI:15671,l-tartaric acid
CHEBI:72544,flavonoids
CHEBI:15414,s-adenosyl-l-methionine
CHEBI:33238,monoatomic entity
CHEBI:35508,steroid fundamental parent
CHEBI:45373,sulfanilamide
CHEBI:33263,diatomic oxygen
CHEBI:60809,adjuvant
CHEBI:35397,dl-tartrate(1-)
CHEBI:16040,cytosine
CHEBI:33747,nickel group molecular entity
CHEBI:38161,chelator
CHEBI:35618,aromatic ether
CHEBI:29103,potassium(1+)
CHEBI:33709,amino acid
CHEBI:33661,monocyclic compound
CHEBI:45441,n-acetyl-l-serine
CHEBI:30351,"2,2'-bipyridine"
CHEBI:16988,d-ribose
CHEBI:28044,phenylalanine
CHEBI:33703,amino-acid cation
CHEBI:55324,gastrointestinal drug
CHEBI:76857,"ec 1.3.1.* (oxidoreductase acting on donor ch-ch group, nad(+) or nadp(+) as acceptor) inhibitor"
CHEBI:16761,adp
CHEBI:76870,"ec 1.9.3.* (oxidoreductase acting on donor heme group, oxygen as acceptor) inhibitor"
CHEBI:34768,furfural
CHEBI:18232,d-galactosamine 6-phosphate
CHEBI:33847,monocyclic arene
CHEBI:50795,nanostructure
CHEBI:27237,uridine phosphate
CHEBI:83824,l-cysteine derivative
CHEBI:33893,reagent
CHEBI:30087,guanidinium
CHEBI:18401,phenylacetate
CHEBI:63056,zinc cation
CHEBI:76759,ec 3.* (hydrolase) inhibitor
CHEBI:36339,baryon
CHEBI:35790,oxazole
CHEBI:35195,surfactant
CHEBI:35780,phosphate ion
CHEBI:33567,catecholamine
CHEBI:64047,food additive
CHEBI:22195,acetyl-amino acid
CHEBI:46787,solvent
CHEBI:76824,ec 6.4.1.* (carboxylase) inhibitor
CHEBI:22331,alkylamines
CHEBI:62164,n-acetylmannosamine
CHEBI:36347,nuclear particle
CHEBI:37581,gamma-lactone
CHEBI:9215,spectinomycin
CHEBI:8386,pregnane
CHEBI:70770,aurora kinase inhibitor
CHEBI:84735,algal metabolite
CHEBI:22651,ascorbate
CHEBI:25351,mevalonic acid
CHEBI:30746,benzoic acid
CHEBI:36823,pseudohalo group
CHEBI:33942,ribose
CHEBI:74324,l-glyceric acid
CHEBI:50336,4-hydroxybenzyl group
CHEBI:24669,hydroxy carboxylic acid
CHEBI:26167,polar amino acid
CHEBI:33233,fundamental particle
CHEBI:16537,galactarate(2-)
CHEBI:46998,ribofuranose
CHEBI:37121,guanosine 5'-phosphate
CHEBI:16221,sn-glycerol 1-phosphate
CHEBI:15965,d-hexose phosphate
CHEBI:36688,heterotricyclic compound
CHEBI:33983,deoxymannose
CHEBI:26463,pyruvate family amino acid
CHEBI:66993,tocolytic agent
CHEBI:37015,ribonucleoside 5'-phosphate
CHEBI:21008,glucose phosphate
CHEBI:7916,pantothenic acid
CHEBI:33635,polycyclic compound
CHEBI:36340,fermion
CHEBI:36338,lepton
CHEBI:495505,datp(3-)
CHEBI:18208,benzylpenicillin
CHEBI:16659,d-glycerate
CHEBI:33664,monocyclic hydrocarbon
CHEBI:35875,imidazopyrimidine
CHEBI:30612,d-glucarate(2-)
CHEBI:36344,hadron
CHEBI:25608,nucleoside phosphate
CHEBI:49167,anti-asthmatic drug
CHEBI:17296,aniline
CHEBI:60090,7-hydroxyflavon-3-olate
CHEBI:35237,cysteine zwitterion
CHEBI:36165,pimelate(2-)
CHEBI:37154,fumarate(1-)
CHEBI:22494,aminobenzoate
CHEBI:50047,organic amino compound
CHEBI:36359,phosphorus oxoacid derivative
CHEBI:15537,phenylacetyl-coa
CHEBI:32504,phenylalaninate
CHEBI:51208,mecillinam
CHEBI:32682,l-argininium(1+)
CHEBI:28834,deoxycholic acid
CHEBI:35243,serine zwitterion
CHEBI:26667,sialic acid
CHEBI:36047,antibacterial drug
CHEBI:25388,monohydroxybenzoate
CHEBI:36416,mancude organic heterotricyclic parent
CHEBI:25585,nonmetal atom
CHEBI:21638,n-acylglucosamine
CHEBI:26004,phenylpropanoid
CHEBI:100241,ciprofloxacin
CHEBI:22527,aminopurine
CHEBI:37699,protein kinase inhibitor
CHEBI:23354,coenzyme
CHEBI:35581,indole
CHEBI:75494,serine hydroxamate
CHEBI:38131,lactol
CHEBI:36265,transition element oxoacid
CHEBI:47000,l-ribofuranose
CHEBI:32832,threoninate
CHEBI:51086,chemical role
CHEBI:33352,manganese group element atom
CHEBI:33535,sulfur hydride
CHEBI:26397,purine ribonucleoside monophosphate
CHEBI:32871,prolinate
CHEBI:46786,diether
CHEBI:61115,ec 3.5.1.98 (histone deacetylase) inhibitor
CHEBI:33319,lanthanoid atom
CHEBI:17968,butyrate
CHEBI:25255,methyl methanesulfonate
CHEBI:33671,heteropolycyclic compound
CHEBI:48775,cadmium(2+)
CHEBI:25830,p-quinones
CHEBI:38975,methylbenzene
CHEBI:33304,chalcogen molecular entity
CHEBI:32816,pyruvic acid
CHEBI:22925,bromide salt
CHEBI:28847,d-fucose
CHEBI:17561,l-cysteine
CHEBI:25357,mitomycin
CHEBI:41808,decane
CHEBI:51863,azlocillin(1-)
CHEBI:76861,"ec 1.4.3.* (oxidoreductase acting on donor ch-nh2 group, oxygen as acceptor) inhibitor"
CHEBI:33552,sulfonic acid derivative
CHEBI:59871,d-alpha-amino acid zwitterion
CHEBI:77974,food packaging gas
CHEBI:35942,neurotransmitter agent
CHEBI:50857,anti-allergic agent
CHEBI:27114,trihydroxy-5beta-cholanic acid
CHEBI:33241,oxoacid derivative
CHEBI:32458,cysteinium
CHEBI:16381,2'-deoxyribonucleoside 5'-triphosphate
CHEBI:133773,pimelate
CHEBI:33842,aromatic annulene
CHEBI:100246,norfloxacin
CHEBI:24061,fluorine atom
CHEBI:17822,serine
CHEBI:77318,pregnane x receptor agonist
CHEBI:35470,central nervous system drug
CHEBI:50893,azaarene
CHEBI:32632,l-methioninium
CHEBI:47037,cyclic purine dinucleotide
CHEBI:237958,"({[(2r,3s,4r,5r)-3,4-dihydroxy-5-(9h-purin-9-yl)oxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate"
CHEBI:26155,plant growth regulator
CHEBI:17478,aldehyde
CHEBI:33280,molecular messenger
CHEBI:24873,iron molecular entity
CHEBI:29678,sodium arsenite
CHEBI:26788,streptomycins
CHEBI:35275,s-glycosyl compound
CHEBI:32563,lysinate
CHEBI:33871,glycerate
CHEBI:50416,d-glucose 3-phosphate
CHEBI:27137,triose
CHEBI:2571,aliphatic alcohol
CHEBI:30050,gold(0)
CHEBI:58340,o-acetyl-l-serine zwitterion
CHEBI:50684,cross-linking reagent
CHEBI:50176,keratolytic drug
CHEBI:23414,copper(ii) sulfate
CHEBI:23367,molecular entity
CHEBI:57966,beta-alanine zwitterion
CHEBI:71315,n'-monoacetylchitobiose-6'-phosphate(1-)
CHEBI:29360,methanediide
CHEBI:35972,dihydroxy monocarboxylic acid
CHEBI:46629,oxo group
CHEBI:27612,hydantoin
CHEBI:51214,diamminedichloroplatinum
CHEBI:21622,n-acetylneuraminic acids
CHEBI:136622,aci-nitro compound
CHEBI:24698,hydroxyflavone
CHEBI:38716,carboxylic acid dianion
CHEBI:29917,thiol group
CHEBI:40646,autoinducer-2
CHEBI:30849,l-arabinose
CHEBI:16301,nitrite
CHEBI:22599,arabinose
CHEBI:456215,adenosine 5'-monophosphate(2-)
CHEBI:64912,antimycobacterial drug
CHEBI:76976,bacterial xenobiotic metabolite
CHEBI:17272,propionate
CHEBI:22695,base
CHEBI:43176,hydroxy group
CHEBI:60252,lead cation
